id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds
56792	1	"56792-coordinated-strike"	14	[]	5	2	2	"L. Lullabi & K. Turovec"	3	"협공"	"<b>속공</b> 능력이 있는 1/1 일리다리를 셋 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09851287f6a401ee7b416b882e29c36625ca42578bc90b6838313ebb8199b5bb.png"	""	"\"사티로스와 함께 춤을\"에서 환상적인 호흡으로 우승을 차지했다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f839df1d02954e871e415f2292f1a83e3f95ef705579658e5ec557b682813058.png"	[56927]	[53]
60164	1	"60164-fel-guardians"	14	[]	5	1443	1	"Anton Zemskov"	7	"지옥 수호자"	"<b>도발</b> 능력이 있는 1/2 악마를 셋 소환합니다. 아군 하수인이 죽을 때마다 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/130ca250d1aae7cb47c1feee1a6039d35bd3d54a85bd40f23110702f69c7b978.png"	""	"\"어느 집 자식이 우리 악마를 때렸어?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d7725b2eb81a01bedf1ced9bc86b83af619007c8c87126e62fe15a128f12e8d.png"	[60165]	[1]
13335	1	"13335-raven-idol"	2	[]	5	20	1	"A. J. Nazzaro"	1	"까마귀 우상"	"<b>선택 -</b> 하수인을 <b>발견</b>합니다. 또는 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1c0740614d5805bce94f803c84b43a6f42d87d137c7e31bf98acc3927648ee6.png"	""	"'아제로스를 빛낸 우상들'에 포함되지 못하여 매우 서운해하더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11e83ab816a13a7360ee26b4fe8ff730ebd0fe62baf8918e5d8a68862956f123.jpg"	[38112,38113]	[21]
40372	1	"40372-jade-idol"	2	[]	5	25	3	"Matthew O'Connor"	1	"비취 우상"	"<b>선택 -</b> <b>비취 골렘</b>을 소환합니다. 또는 이 카드를 3장 복사하여 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9dbf3f97feb2497e23992d6d9f3622bffe6c9db39bb4ef6654515fd7ead8511.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc68c4eb784ddf801c2b8698439ab908b48dd4ae39631347fc9246e32b163ec9.png"	"못 먹어도 섞어 넣기!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cf45f9815785be2634cea3e2fd582358c9870d170ec2cd2418abbefcd358780.png"	[41408,41409]	[26]
41099	1	"41099-jungle-giants"	2	[]	5	27	5	"Konstantin Turovec"	1	"밀림의 괴수들"	"<b>퀘스트:</b> 공격력이 5 이상인 하수인을 5회 소환해야 합니다. <b>보상:</b> 바르나부스"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28d37b5701db0c1e79a8a6a3b5ab8acbbb20f8fbbd039e1bd52105b25c2d7056.png"	""	"골락카 분화구가 생긴 후로 바르나부스는 무용수가 되려는 꿈을 접었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d10342fc5b1dbbff11ba47b5464d820a1b43836bece5c9cf3a024078bb312a54.jpg"	[41100]	[31]
53496	1	"53496-untapped-potential"	2	[]	5	1158	5	"Luke Mancini"	1	"미지의 잠재력"	"<b>퀘스트:</b> 마나를 남기고 턴을 4회 마쳐야 합니다. <b>보상:</b> 오시리안의 눈물"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6c8ecd9858ddd91c11b713c40838bd98c620eb5fc7459a57b3574a2d745e42e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9e3e2e88ddab67a213e8d646f2307694aa80418f7b2f167ed67b3df80472ae1.png"	"다른 말로는 \"전략적인 게으름\"입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b80da48134517e51ca42c5ee6ab5358ee37b1315bb44af468737eecee1c69ef.png"	[53499]	[31]
55039	1	"55039-treenforcements"	2	[]	5	1347	3	"Jim Nelson"	1	"목재 지원"	"<b>선택 -</b> 하수인에게 생명력 +2와 <b>도발</b>을 부여합니다. 또는 2/2 나무정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1e793dc81b986fdaba79f9cba44fc944ab9493b94244aabe816c92a549a7de9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26881ba9c51f0ef19e77c577f8c7962b6a9637465a3b744bc88f6f0bad5e567e.png"	"이래서 나무정령은 쓰임새가 참 많다니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ddb1257082ca6af034aa36f7564dcb8cdd67dfa6f13dd40530203deab574851.png"	[55040,55041,56371]	[1]
52810	1	"52810-dreamway-guardians"	2	[]	5	1130	3	"L. Lullabi & K. Turovec"	2	"꿈길 수호대"	"<b>생명력 흡수</b> 능력이 있는 1/2 드리아드를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18d4814f2f96632dbac152522a58ebcd5c5a8eefaf91e9ee9b915409347f5cc6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5a510c2be9bda51023e4612cf7832c5542d032e34d2b26bf56cac5e0d33708d.png"	"아주 악몽 같은 상대입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d860c19391f7d3468711872d347993fdbcb8c29b9dd5b8123f40136beacf6282.png"	[52839]	[38]
56057	1	"56057-rising-winds"	2	[]	5	1403	1	"Zoltan Boros"	2	"솟구치는 바람"	"<b>이중 주문</b> <b>선택 -</b> 카드를 뽑습니다. 또는 3/2 독수리를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44b625ca8cd658b581a35f04a73fa5b8b2067578ec64f2639a5abb7916b78444.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57ee649b271fa7839c868f1a0a806118d88083d557ff55c5e52a70a6b115cefa.png"	"나와 내 새끼에게 두 번 다시 말 걸지 마."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bba71d5debca7ed26eca3d39d4189d09230d61d3eae2455178c036e8a7bb4c6.png"	[56060,56080,56084]	[76]
151	1	"151-mark-of-nature"	2	[]	5	3	1	"Clint Langley"	3	"자연의 징표"	"<b>선택 -</b> 하수인에게 공격력을 +4 부여합니다. 또는 생명력 +4와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d3826921c36f62e35ae8c57b0d1af85cb37423d7ab34c36dcdbef66698d737a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b400afe4e977c9f0bfa913d127a57b8f904917cc42d3e21767d875a934d5b4fa.png"	"드루이드들은 \"자연의 징표\"라고 합니다. 다른 사람들은 좀 씻고 다니라고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54e44108e5d52ccf9f266b8d3701c3d88f64f54c38c2c70bb704655e7a376c6a.png"	[468,690]	[1]
